YEAR,MO,DY,HR,T2M,PS,WS50M,WD50M,RH2M
2014,1,21,6,0.88,99.27,6.99,156.2,98.25
2014,1,21,7,0.79,99.27,7,153.7,98.15
2014,1,21,8,0.98,99.27,7.45,153.4,97.54
2014,1,21,9,1.41,99.24,7.61,151.4,97.12
2014,1,21,10,1.94,99.19,7.82,147.6,96.85
2014,1,21,11,2.77,99.13,9.3,155.8,95.26
2014,1,21,12,3.4,99.05,9.71,156.1,94.48
2014,1,21,13,3.82,98.96,9.91,153.1,94.4
2014,1,21,14,4.14,98.88,10.15,149.5,94.53
2014,1,21,15,4.31,98.82,10.96,147.1,94.68
2014,1,21,16,4.29,98.77,11.71,146.5,95.14
2014,1,21,17,4.21,98.72,12.04,147.1,95.63
2014,1,21,18,4.22,98.69,12.23,149.3,95.92
2014,1,21,19,4.18,98.66,12.28,151.9,95.96
2014,1,21,20,3.91,98.64,12.15,154.9,95.64
2014,1,21,21,3.43,98.62,11.43,155.3,96.09
2014,1,21,22,3.04,98.6,10.44,156.3,96.48
2014,1,21,23,3.01,98.58,9.45,155.7,96.25
2014,1,22,0,3.02,98.55,8.5,154.9,96.56
2014,1,22,1,3.11,98.51,7.55,150.3,96.94
2014,1,22,2,3.38,98.49,7.51,157.1,97.11
2014,1,22,3,3.4,98.48,6.95,162.5,98.18
2014,1,22,4,3.21,98.49,6.55,165.1,99.1
2014,1,22,5,3.22,98.5,6.4,168.5,99.25
2014,1,22,6,3.42,98.54,6.44,174.4,98.91
2014,1,22,7,3.8,98.6,6.75,181,98.12
2014,1,22,8,4.31,98.67,7.06,188.2,96.81
2014,1,22,9,5.15,98.73,6.73,191.6,95.63
2014,1,22,10,5.83,98.78,6.34,196.3,94.85
2014,1,22,11,6.3,98.8,5.9,203.6,94.81
2014,1,22,12,6.58,98.81,5.76,218.3,94.79
2014,1,22,13,6.72,98.84,6,235.7,94.71
2014,1,22,14,6.66,98.89,6.24,248.3,95.31
2014,1,22,15,6.3,98.96,6.62,256.2,96.29
2014,1,22,16,5.82,99.03,7.14,260.4,97.39
2014,1,22,17,5.62,99.12,7.25,262.5,97.62
2014,1,22,18,5.27,99.19,7.42,264.3,98.31
2014,1,22,19,5,99.25,7.65,267.1,98.79
2014,1,22,20,4.59,99.31,7.32,266.9,99.85
2014,1,22,21,4.3,99.35,7.27,266.6,100
2014,1,22,22,4.2,99.4,7.26,267.5,100
2014,1,22,23,4.05,99.42,7.01,264.2,100
2014,1,23,0,3.92,99.42,6.87,258.5,100
2014,1,23,1,3.81,99.42,6.78,251.1,100
2014,1,23,2,3.67,99.41,6.68,240.6,100
2014,1,23,3,3.67,99.36,6.75,226.8,98.98
2014,1,23,4,3.52,99.29,7.17,213.7,98.15
2014,1,23,5,3.55,99.21,7.98,204.2,97.46
2014,1,23,6,3.72,99.11,8.53,206.8,97
2014,1,23,7,4.38,99.1,10.48,246.3,95.05
2014,1,23,8,4.96,99.17,13.01,278.8,91.52
2014,1,23,9,5.06,99.2,12.63,291.5,89.82
2014,1,23,10,4.9,99.26,12.33,290.4,87.22
2014,1,23,11,4.78,99.34,12.59,290.6,83.22
2014,1,23,12,4.86,99.37,12.73,291.4,80.4
2014,1,23,13,4.71,99.41,12.52,291.8,79.6
2014,1,23,14,4.36,99.44,11.52,291.3,81.6
2014,1,23,15,3.89,99.49,10.55,290.4,85.17
2014,1,23,16,3.35,99.53,9.52,288.9,89.54
2014,1,23,17,3.05,99.58,8.6,285.6,92.76
2014,1,23,18,2.95,99.63,8.26,283,94.74
2014,1,23,19,2.95,99.69,7.97,281.6,95.42
2014,1,23,20,2.8,99.71,7.49,280.9,96.25
2014,1,23,21,2.65,99.74,7.05,279.5,96.66
2014,1,23,22,2.67,99.78,6.68,277.4,96.13
2014,1,23,23,2.72,99.76,6.06,273,95.78
2014,1,24,0,2.78,99.76,5.35,270.1,95.37
2014,1,24,1,2.67,99.75,4.31,262.1,95.89
2014,1,24,2,2.45,99.71,3.18,236.2,96.93
2014,1,24,3,2.18,99.65,3.16,194.7,98.31
2014,1,24,4,2.09,99.59,4.97,173.1,99.11
2014,1,24,5,2.01,99.54,6.58,164.7,99.18
2014,1,24,6,2.07,99.54,7.27,156.9,98.3
2014,1,24,7,2.14,99.53,7.77,150.8,97.8
2014,1,24,8,2.35,99.49,8.35,147.6,96.75
2014,1,24,9,2.93,99.47,8.2,145,95.99
2014,1,24,10,3.59,99.46,8.83,145.6,95.02
2014,1,24,11,4.31,99.44,9.62,149.6,92.79
2014,1,24,12,4.68,99.4,9.92,152.2,91.68
2014,1,24,13,4.7,99.35,9.93,154.2,92.44
2014,1,24,14,4.52,99.31,10.06,155.1,93.75
2014,1,24,15,4.29,99.26,10.14,154.8,95.05
2014,1,24,16,4.16,99.22,10.49,155.9,95.69
2014,1,24,17,4.27,99.19,10.63,160.3,95.88
2014,1,24,18,4.51,99.19,10.31,169.3,95.78
2014,1,24,19,4.88,99.2,9.17,182.4,95.9
2014,1,24,20,5.16,99.21,7.63,192.8,96.93
2014,1,24,21,5.77,99.25,7.05,220.1,97.77
2014,1,24,22,6.67,99.3,7.12,252.4,97.59
2014,1,24,23,6.7,99.35,7.17,273.5,98.23
2014,1,25,0,6.33,99.38,7.14,277.6,98.65
2014,1,25,1,6.22,99.41,7.27,273.8,98.1
2014,1,25,2,6.12,99.45,7.54,268.6,97.64
2014,1,25,3,5.87,99.46,7.45,260,97.64
2014,1,25,4,5.57,99.47,7.53,249.5,98.13
2014,1,25,5,5.48,99.46,7.69,238.5,98.56
2014,1,25,6,5.48,99.43,8.35,229.9,98.53
2014,1,25,7,6.14,99.41,8.94,225,96.8
2014,1,25,8,6.44,99.39,9.43,223.2,96.43
2014,1,25,9,6.75,99.3,9.31,215.8,96.41
2014,1,25,10,7.09,99.16,9.75,210.5,96.08
2014,1,25,11,7.82,99,11.23,216.7,93.8
2014,1,25,12,8.56,98.86,13.63,230.6,91.47
2014,1,25,13,8.59,98.77,16.26,252,89.37
2014,1,25,14,7.02,98.85,17.28,268.7,85.87
2014,1,25,15,5.47,98.95,16.44,271.2,86.02
2014,1,25,16,4.89,99.02,17.38,276.5,88.72
2014,1,25,17,5.03,99.16,17.39,287.5,88.16
2014,1,25,18,4.89,99.35,15.93,290.7,87.73
2014,1,25,19,4.51,99.47,14.83,289.3,86.24
2014,1,25,20,4.07,99.56,13.66,288.1,85.91
2014,1,25,21,3.69,99.59,12.2,284.6,87.47
2014,1,25,22,3.24,99.57,10.62,278.6,89.86
2014,1,25,23,2.88,99.68,10,272.9,92.08
2014,1,26,0,1.98,99.62,8.53,268.9,96.76
2014,1,26,1,1.84,99.54,7.34,258,97.2
2014,1,26,2,2.42,99.51,7.17,242,94.76
2014,1,26,3,2.46,99.45,6.21,220,94.64
2014,1,26,4,2.44,99.28,7.01,181.6,94.4
2014,1,26,5,2.31,99.11,8.57,166.3,94.45
2014,1,26,6,2.08,98.86,9.72,159.7,94.89
2014,1,26,7,2.1,98.55,10.99,155.5,95.79
2014,1,26,8,2.3,98.22,12.26,154.7,96.29
2014,1,26,9,2.29,97.9,14.9,164.7,96.26
2014,1,26,10,2.38,97.61,14.73,172.4,96.01
2014,1,26,11,3.28,97.33,14.21,186.6,95.04
2014,1,26,12,4.64,97.18,11.2,221.8,93.53
2014,1,26,13,5.67,97.15,12.97,266.6,86.01
2014,1,26,14,5.28,97.17,13.76,276.3,81.23
2014,1,26,15,4.47,97.18,13.15,270.2,84.12
2014,1,26,16,3.81,97.21,12.89,266.7,87.17
2014,1,26,17,3.54,97.24,12.54,264.4,87.3
2014,1,26,18,3.44,97.26,12.24,261.6,86.55
2014,1,26,19,3.31,97.26,12.12,258.9,85.74
2014,1,26,20,3.1,97.26,12.05,255.3,85.39
2014,1,26,21,2.78,97.24,12.07,251.7,86.3
2014,1,26,22,2.48,97.21,11.82,248.5,87.49
2014,1,26,23,2.29,97.16,11.53,245.3,88.63
2014,1,27,0,2.16,97.09,11.37,241.3,89.61
2014,1,27,1,2.04,97,11.16,235.8,91.18
2014,1,27,2,1.96,96.92,10.74,228.8,92.95
2014,1,27,3,2.11,96.86,10.65,223.1,93.64
2014,1,27,4,2.38,96.79,10.98,222.9,94.35
2014,1,27,5,2.52,96.74,10.64,225.4,95.27
2014,1,27,6,2.93,96.72,10.13,230.3,94.97
2014,1,27,7,3.52,96.72,9.79,234.6,94.23
2014,1,27,8,4,96.72,10.23,241.2,93.57
2014,1,27,9,4.43,96.73,9.72,242.2,93.19
2014,1,27,10,5.02,96.75,9.44,241.9,92.09
2014,1,27,11,5.6,96.74,9.54,243.5,90.31
2014,1,27,12,5.84,96.73,9.55,243.2,88.48
2014,1,27,13,5.84,96.72,9.17,239.3,87.64
2014,1,27,14,5.58,96.72,8.73,233.4,88.55
2014,1,27,15,5.1,96.72,8.45,226.7,90.32
2014,1,27,16,4.52,96.71,8.2,218.6,92.4
2014,1,27,17,4.27,96.69,8.2,210,93.46
2014,1,27,18,4.12,96.67,8.04,202.4,94.61
2014,1,27,19,3.84,96.63,7.74,191.2,96.27
2014,1,27,20,3.79,96.58,8.24,190.1,96.37
2014,1,27,21,3.85,96.53,8.44,187.1,96.49
2014,1,27,22,3.77,96.47,8.7,175.6,97.15
2014,1,27,23,3.79,96.39,9.09,167.9,97.14
2014,1,28,0,3.73,96.34,9.28,172,96.72
2014,1,28,1,3.55,96.3,9.3,181.5,96.95
2014,1,28,2,3.79,96.29,9.19,186.2,97.03
2014,1,28,3,4.19,96.26,9.26,188.7,96.74
2014,1,28,4,4.19,96.22,9.32,180,96.7
2014,1,28,5,4.17,96.19,9.92,172.6,96.61
2014,1,28,6,4.18,96.16,10.17,167.7,96.51
2014,1,28,7,4.1,96.15,9.71,162.7,96.68
2014,1,28,8,4.15,96.16,8.81,157.1,96.53
2014,1,28,9,4.46,96.18,8.53,152.8,96.12
2014,1,28,10,4.85,96.21,8.67,152.2,95.7
2014,1,28,11,5.31,96.24,8.55,156.6,95.12
2014,1,28,12,5.75,96.26,8.12,155.2,94.45
2014,1,28,13,6.04,96.29,7.73,152.7,93.59
2014,1,28,14,6.13,96.33,7.73,148.1,93.37
2014,1,28,15,5.88,96.39,7.63,142.9,94.39
2014,1,28,16,5.38,96.47,7.77,138.7,96.26
2014,1,28,17,5.15,96.55,7.77,133.4,97.02
2014,1,28,18,5.07,96.64,7.91,133,97.3
2014,1,28,19,5.01,96.72,7.7,129.4,97.27
2014,1,28,20,4.97,96.81,7.97,127,96.91
2014,1,28,21,4.91,96.89,8.01,121.5,96.69
2014,1,28,22,4.74,96.97,8.2,114.7,96.66
2014,1,28,23,4.52,97.04,8.45,108.5,96.57
2014,1,29,0,4.36,97.11,8.87,106.5,96.62
2014,1,29,1,4.32,97.19,9.46,109.5,96.6
2014,1,29,2,4.3,97.28,9.8,113.2,96.45
2014,1,29,3,4.15,97.37,9.72,111.5,96.61
2014,1,29,4,3.91,97.48,9.59,110.1,96.25
2014,1,29,5,3.7,97.59,9.46,108.6,96.03
2014,1,29,6,3.68,97.69,9.38,106.9,96.27
2014,1,29,7,3.82,97.8,9.3,104.8,96.4
2014,1,29,8,4.06,97.92,9.39,103,96.24
2014,1,29,9,4.48,98,9.15,100.4,95.38
2014,1,29,10,4.94,98.08,9.74,100.3,93.89
2014,1,29,11,5.26,98.14,10.37,100.1,90.81
2014,1,29,12,5.34,98.17,10.8,97.9,88.23
2014,1,29,13,5.19,98.23,10.89,94,86.9
2014,1,29,14,4.76,98.28,10.72,89.7,87.58
2014,1,29,15,3.98,98.35,10.71,86.3,89.86
2014,1,29,16,3.16,98.42,10.77,83.6,92.61
2014,1,29,17,2.82,98.49,10.33,81.3,94.1
2014,1,29,18,2.76,98.57,10.03,79.8,95
2014,1,29,19,2.76,98.63,10.02,80.8,94.85
2014,1,29,20,2.63,98.69,9.75,81.4,94.71
2014,1,29,21,2.34,98.74,9.23,80.4,94.78
2014,1,29,22,1.89,98.8,8.76,78.1,95
2014,1,29,23,1.44,98.85,8.27,76.4,95.14
2014,1,30,0,0.89,98.88,7.6,73.9,96.09
2014,1,30,1,0.4,98.87,7.19,73,97.54
2014,1,30,2,-0.12,98.87,7.01,73.8,99.06
2014,1,30,3,-0.56,98.86,6.89,75.9,100
2014,1,30,4,-0.83,98.87,6.57,78.4,100
2014,1,30,5,-0.85,98.88,6.64,83.7,99.68
2014,1,30,6,-0.59,98.89,6.76,88.1,97.02
2014,1,30,7,-0.47,98.89,6.66,88.9,95.8
2014,1,30,8,-0.07,98.9,6.67,87.9,93.73
2014,1,30,9,0.87,98.9,6.44,88.6,90.66
2014,1,30,10,1.6,98.93,6.64,93.2,85.35
2014,1,30,11,2.01,98.94,6.04,93.2,83.12
2014,1,30,12,2.27,98.91,5.68,89.5,82.23
2014,1,30,13,2.41,98.88,5.81,85.3,82.25
2014,1,30,14,2.31,98.85,6.03,81.6,84.13
2014,1,30,15,1.87,98.87,5.73,76.5,89.32
2014,1,30,16,0.63,98.9,6.01,73.4,96.2
2014,1,30,17,0.08,98.91,6.54,74.2,99.35
2014,1,30,18,-0.01,98.93,6.37,75.6,100
2014,1,30,19,0.13,98.94,6.75,79.1,100
2014,1,30,20,0.34,98.91,6.98,83.5,100
2014,1,30,21,0.58,98.9,6.37,91.1,100
2014,1,30,22,0.94,98.93,5.38,100.1,99.91
2014,1,30,23,1.25,98.89,5.35,115.9,100
2014,1,31,0,1.38,98.83,5.5,132.3,100
2014,1,31,1,1.54,98.79,5.58,145.6,100
2014,1,31,2,1.75,98.75,5.71,154.8,100
2014,1,31,3,1.85,98.72,5.71,160.9,99.26
2014,1,31,4,1.8,98.61,6.06,156.6,98.15
2014,1,31,5,1.53,98.54,6.64,156,97.69
2014,1,31,6,1.19,98.5,7.28,157.6,97.46
2014,1,31,7,0.76,98.35,8.86,156.3,97.21
2014,1,31,8,0.55,98.22,10.08,156.3,96.59
2014,1,31,9,0.84,98.12,10.89,155.8,95.94
2014,1,31,10,1.56,98.01,12.01,155.2,95.81
2014,1,31,11,2.26,97.83,13.26,153.6,95.32
2014,1,31,12,2.74,97.62,14.48,154.9,95.27
2014,1,31,13,3.22,97.39,15.45,157.2,95.1
2014,1,31,14,3.47,97.19,15.94,161.4,94.83
2014,1,31,15,3.68,97.01,16.05,166.7,94.63
2014,1,31,16,4.12,96.87,15.38,171.2,94.62
2014,1,31,17,4.52,96.75,14.16,173.9,94.82
2014,1,31,18,4.73,96.63,12.79,175.8,95.67
2014,1,31,19,4.83,96.54,11.58,179.3,96.16
2014,1,31,20,4.72,96.48,10.17,184.9,97.39
2014,1,31,21,4.57,96.44,9.09,190.2,98.37
2014,1,31,22,4.42,96.38,8.12,191.9,98.99
2014,1,31,23,4.22,96.33,7.84,187.9,99.22
2014,2,1,0,4.1,96.26,7.85,183.5,98.85
2014,2,1,1,4.12,96.17,8.4,176.5,98.25
2014,2,1,2,4.43,96.08,10,178.1,97.32
2014,2,1,3,4.73,96.02,12,188.6,94.7
2014,2,1,4,4.14,96.07,13.22,208.6,92.21
2014,2,1,5,2.78,96.24,12.99,231.3,91.38
2014,2,1,6,1.95,96.39,10.98,229.6,89.87
2014,2,1,7,1.37,96.47,10.37,204.7,90.34
2014,2,1,8,1.36,96.53,11.6,186.1,90.23
2014,2,1,9,1.93,96.48,13.85,180,89.65
2014,2,1,10,2.59,96.43,16.2,185.5,89.88
2014,2,1,11,3.62,96.39,17.26,196.1,89.55
2014,2,1,12,4.91,96.36,17.05,203.5,87.1
2014,2,1,13,5.31,96.35,17.54,205.9,84.01
2014,2,1,14,5.06,96.33,18.04,204.9,83.36
2014,2,1,15,4.73,96.31,18.66,203.8,84.93
2014,2,1,16,4.6,96.31,19.34,204.4,86.97
2014,2,1,17,4.76,96.34,19.53,208,88.36
2014,2,1,18,5.08,96.43,18.76,213.5,89.65
2014,2,1,19,5.46,96.54,17.44,219.1,90.67
2014,2,1,20,5.73,96.69,15.97,224.3,91.3
2014,2,1,21,5.81,96.86,14.26,230,91.8
2014,2,1,22,5.72,97.03,13.09,236.1,92.2
2014,2,1,23,5.54,97.2,12.19,237.4,93
2014,2,2,0,5.4,97.32,11.79,234.9,93.86
2014,2,2,1,5.42,97.43,11.82,232.7,94.18
2014,2,2,2,5.55,97.53,11.96,234.1,93.26
2014,2,2,3,5.58,97.63,12.4,237.6,92.13
2014,2,2,4,5.42,97.76,12.56,241.3,91.89
2014,2,2,5,5.11,97.89,11.89,241.7,92.06
2014,2,2,6,4.67,98.02,11.1,237,92.68
2014,2,2,7,4.21,98.17,10.78,232.8,93.2
2014,2,2,8,4.21,98.32,10.34,228.1,92.38
2014,2,2,9,4.84,98.43,9.77,224.6,90.51
2014,2,2,10,5.65,98.52,9.34,223.7,88.21
2014,2,2,11,6.24,98.59,9.99,228.2,84.74
2014,2,2,12,6.54,98.64,10.12,231.7,82.56
2014,2,2,13,6.72,98.67,9.7,229.6,81.89
2014,2,2,14,6.67,98.69,9.2,222.1,82.66
2014,2,2,15,6.05,98.72,8.94,211.6,86.14
2014,2,2,16,5.01,98.76,9.15,199.9,90.83
2014,2,2,17,4.48,98.84,9.42,192.4,93.95
2014,2,2,18,4.13,98.88,9.29,185.7,96.71
2014,2,2,19,3.92,98.91,9.27,177.1,98.37
2014,2,2,20,4.01,98.93,9.66,174.9,98.16
2014,2,2,21,3.97,98.94,9.31,173.2,98.45
2014,2,2,22,3.84,98.93,8.92,169.3,98.36
2014,2,2,23,3.74,98.9,8.93,164.3,98.04
2014,2,3,0,3.69,98.87,9.07,158.5,97.96
2014,2,3,1,3.76,98.84,9.52,153.4,97.64
2014,2,3,2,3.82,98.79,10.27,149.9,97.57
2014,2,3,3,4.06,98.72,11.32,151.4,97.23
2014,2,3,4,4.24,98.66,11.62,150.5,97.28
2014,2,3,5,4.35,98.61,12.44,150.5,96.86
2014,2,3,6,4.36,98.55,12.86,149.3,96.54
2014,2,3,7,4.33,98.51,13.04,147.9,96.33
2014,2,3,8,4.44,98.49,13.06,147.2,95.57
2014,2,3,9,4.76,98.47,13.2,147.3,94.72
2014,2,3,10,5.2,98.45,13.84,148.4,93.26
2014,2,3,11,5.68,98.42,13.95,148.4,91.37
2014,2,3,12,6.07,98.36,14.03,149,88.88
2014,2,3,13,6.39,98.29,13.98,149,86.39
2014,2,3,14,6.4,98.25,13.84,147.7,85.47
2014,2,3,15,5.99,98.21,13.79,146.3,86.21
2014,2,3,16,5.29,98.18,13.79,144.4,87.14
2014,2,3,17,4.57,98.16,13.72,141.5,87.72
2014,2,3,18,3.92,98.13,13.61,138.4,89.27
2014,2,3,19,3.43,98.11,13.32,136.2,91.38
2014,2,3,20,3.12,98.07,12.64,135.3,92.55
2014,2,3,21,2.93,98.04,12.03,136,92.52
2014,2,3,22,2.7,97.99,11.04,135.2,92.95
2014,2,3,23,2.41,97.95,10.06,134.7,94.41
2014,2,4,0,2.23,97.89,8.75,135.5,95.8
2014,2,4,1,2.18,97.86,7.45,141,96.11
2014,2,4,2,2.2,97.84,6.38,150.7,96.6
2014,2,4,3,2.11,97.83,5.89,160.1,97.87
2014,2,4,4,2.13,97.84,6.18,168.7,98.41
2014,2,4,5,1.98,97.87,6.79,175.3,99.27
2014,2,4,6,1.87,97.9,7.39,177.7,98.97
2014,2,4,7,1.68,97.92,7.67,173.6,98.54
2014,2,4,8,1.75,97.95,7.9,168.9,97.61
2014,2,4,9,2.14,97.96,7.95,166.1,96.92
2014,2,4,10,2.74,97.98,8.68,168.3,96.46
2014,2,4,11,3.49,97.99,9.48,175.9,95.27
2014,2,4,12,4.38,97.95,9.36,176.6,92.82
2014,2,4,13,5.2,97.9,9.4,171.4,89.91
2014,2,4,14,5.53,97.83,9.87,164.4,87.98
2014,2,4,15,5.15,97.74,10.62,156.8,88.47
2014,2,4,16,4.32,97.63,11.63,149,90.85
2014,2,4,17,3.94,97.53,12.81,143.3,92.05
2014,2,4,18,3.85,97.39,13.95,138.1,92.31
2014,2,4,19,3.9,97.25,15.26,135.8,93.01
2014,2,4,20,4.3,97.12,16.86,138.5,92.74
2014,2,4,21,4.7,96.97,17.87,139.8,92.58
2014,2,4,22,4.87,96.78,18.47,139,92.38
2014,2,4,23,4.84,96.61,18.72,138.2,92.41
2014,2,5,0,4.68,96.45,19.35,140.4,92.03
2014,2,5,1,4.32,96.32,17.93,141.2,92.95
2014,2,5,2,4.03,96.21,16.31,141.3,94
2014,2,5,3,3.83,96.11,14.5,141,95.05
2014,2,5,4,3.68,96.03,13.19,139,96.37
2014,2,5,5,3.81,95.97,12.76,140.2,96.76
2014,2,5,6,4.09,95.92,12.59,141.5,96.7
2014,2,5,7,4.34,95.88,13.31,144.2,96.09
2014,2,5,8,4.7,95.85,14.03,145.3,94.91
2014,2,5,9,5.29,95.78,15.04,144,92.4
2014,2,5,10,5.78,95.69,16.88,144.5,89.55
2014,2,5,11,5.73,95.57,17.98,142.9,88.25
2014,2,5,12,5.41,95.4,18.59,142.5,89.23
2014,2,5,13,4.99,95.24,18.04,145.4,91.2
2014,2,5,14,5.04,95.11,15.3,155.1,93.36
2014,2,5,15,5.9,95.1,12.27,179.2,93.98
2014,2,5,16,6.76,95.19,11.88,203.2,93.28
2014,2,5,17,6.97,95.32,12.73,213.7,92.83
2014,2,5,18,6.74,95.46,13.67,220.2,93.05
2014,2,5,19,6.45,95.62,14.23,225.5,93.66
2014,2,5,20,6.36,95.81,14.96,230.8,93.47
2014,2,5,21,6.34,96.01,15.46,234.5,92.84
2014,2,5,22,6.25,96.21,15.37,237,92.32
2014,2,5,23,6.14,96.39,14.73,238.6,92.55
2014,2,6,0,6.07,96.56,14.3,239.3,92.34
2014,2,6,1,6,96.71,13.88,239.7,91.78
2014,2,6,2,5.88,96.82,13.54,239.6,91.15
2014,2,6,3,5.7,96.93,13.17,238.4,91.04
2014,2,6,4,5.43,97.02,12.72,236.3,91.47
2014,2,6,5,5.14,97.09,12.07,234.2,92.35
2014,2,6,6,4.8,97.19,11.48,229,93.4
2014,2,6,7,4.42,97.29,10.77,222.4,94.91
2014,2,6,8,4.65,97.38,9.58,216.1,94.57
2014,2,6,9,5.23,97.43,8.76,210.4,94.03
2014,2,6,10,5.99,97.48,8.39,207.1,92.91
2014,2,6,11,6.67,97.46,8.26,208.3,90.22
2014,2,6,12,7.14,97.38,7.44,205.3,86.67
2014,2,6,13,7.05,97.32,6.61,193.7,85.6
2014,2,6,14,6.56,97.23,5.32,175.8,88.45
2014,2,6,15,5.73,97.15,5.02,154.3,92.92
2014,2,6,16,4.7,97.09,5.03,136,95.41
2014,2,6,17,4.21,97,4.84,113.4,96.03
2014,2,6,18,3.9,96.91,4.58,89.4,96.13
2014,2,6,19,3.66,96.82,4.64,64,96.13
2014,2,6,20,3.36,96.73,4.94,43.8,96.11
2014,2,6,21,3.03,96.68,5.11,32.9,96.29
2014,2,6,22,2.86,96.62,5.54,29.6,96.37
2014,2,6,23,2.46,96.58,5.61,25.4,97.42
2014,2,7,0,1.85,96.6,4.58,3.8,97.58
2014,2,7,1,1.65,96.68,4.99,335.5,97.49
2014,2,7,2,1.83,96.69,5.8,329.7,97.59
2014,2,7,3,2.41,96.7,6.08,322.5,97.46
2014,2,7,4,2.95,96.76,6.59,313.1,96.92
2014,2,7,5,3.35,96.86,7.06,303.2,96.51
2014,2,7,6,3.6,96.98,7.72,295.5,95.33
2014,2,7,7,3.53,97.09,8.07,289.6,94.72
2014,2,7,8,3.91,97.19,8.45,280.4,93.28
2014,2,7,9,4.45,97.29,8.43,272.9,92.67
2014,2,7,10,4.89,97.36,8.83,269.7,92.26
2014,2,7,11,5.13,97.44,9.59,269.4,90.8
2014,2,7,12,5.3,97.49,9.8,267.7,88.73
2014,2,7,13,5.48,97.54,9.69,262.3,85.09
2014,2,7,14,5.49,97.6,8.39,251.7,82.83
2014,2,7,15,5.02,97.61,7.01,232.7,84.88
2014,2,7,16,3.07,97.55,7.21,203.4,89.93
2014,2,7,17,2.67,97.44,8.6,175.8,90.09
2014,2,7,18,3.23,97.29,9.73,160.8,89.89
2014,2,7,19,3.19,97.16,10.11,152.2,92.85
2014,2,7,20,3.19,97,10.62,147.5,94.72
2014,2,7,21,3.24,96.8,11.22,143.6,96
2014,2,7,22,3.45,96.57,12.4,142,96.33
2014,2,7,23,3.84,96.32,15.02,148.7,95.39
2014,2,8,0,4.11,96.09,16.01,156.4,95.05
2014,2,8,1,4.6,95.92,16.01,168.4,94.56
2014,2,8,2,5.24,95.79,13.88,181.1,94.62
2014,2,8,3,5.59,95.7,12.24,195,94.28
2014,2,8,4,5.13,95.68,11.72,198.8,93.33
2014,2,8,5,4.49,95.63,11.98,193.3,91.92
2014,2,8,6,4.24,95.56,13.11,188.2,91.27
2014,2,8,7,4.16,95.5,14.35,185.8,90.8
2014,2,8,8,4.27,95.43,15.4,184,89.48
2014,2,8,9,4.67,95.36,16.48,182.9,87.48
2014,2,8,10,5.13,95.27,17.44,183.3,85.67
2014,2,8,11,5.4,95.17,18,184.3,84.83
2014,2,8,12,5.6,95.03,18.16,185.1,84.88
2014,2,8,13,5.83,94.91,18.37,186.1,84.58
2014,2,8,14,5.89,94.81,18.54,187.6,85.11
2014,2,8,15,5.62,94.73,18.14,188.5,87.32
2014,2,8,16,5.29,94.7,17.63,192.5,89.65
2014,2,8,17,5.26,94.72,17.12,200.4,90.54
2014,2,8,18,5.31,94.75,16.41,203.8,90.43
2014,2,8,19,5.09,94.79,16.33,205.6,90.48
2014,2,8,20,4.9,94.83,16.21,207.8,90.85
2014,2,8,21,4.92,94.85,16.12,210.2,91.27
2014,2,8,22,5.01,94.91,15.67,216.6,91.79
2014,2,8,23,5.09,95,14.49,223.9,92.75
2014,2,9,0,5.09,95.08,12.43,225.3,93.87
2014,2,9,1,4.94,95.13,11.11,221.7,94.74
2014,2,9,2,4.77,95.17,10.46,217.6,95.55
2014,2,9,3,4.86,95.18,10.4,216,95.32
2014,2,9,4,5.02,95.22,10.94,223.4,94.82
2014,2,9,5,5,95.32,11.77,237.3,94.17
2014,2,9,6,4.98,95.44,13,247.6,93.55
2014,2,9,7,4.99,95.58,13.45,248.8,93.45
2014,2,9,8,5,95.73,13.99,249.7,93.36
2014,2,9,9,5.07,95.89,14.1,251.6,93.05
2014,2,9,10,5.21,96.04,14.05,252.5,92.47
2014,2,9,11,5.54,96.2,13.89,252.8,90.86
2014,2,9,12,5.86,96.32,13.73,252.4,88.31
2014,2,9,13,5.84,96.42,13.37,249.8,86.86
2014,2,9,14,5.55,96.51,12.71,245.1,86.16
2014,2,9,15,5,96.59,11.89,239.5,86.41
2014,2,9,16,4.11,96.67,11.23,233.8,88.27
2014,2,9,17,3.43,96.75,10.24,228.2,90.31
2014,2,9,18,3.06,96.8,9.66,223.8,91.53
2014,2,9,19,2.71,96.84,9.03,219.1,92.83
2014,2,9,20,2.29,96.9,8.38,210.4,94.42
2014,2,9,21,1.84,96.98,8.17,202.6,96.03
2014,2,9,22,1.4,97.05,7.95,198.9,97.11
2014,2,9,23,1.15,97.09,7.94,198.4,97.28
2014,2,10,0,0.79,97.1,7.41,197.9,97.69
2014,2,10,1,0.41,97.11,6.56,192.1,98.2
2014,2,10,2,0.22,97.12,6.26,187.2,98.07
2014,2,10,3,0.08,97.13,6.37,175.5,98.07
2014,2,10,4,0.06,97.15,6.69,163.7,97.72
2014,2,10,5,-0.02,97.18,6.68,156.4,97.34
2014,2,10,6,-0.02,97.24,6.64,151.4,97.14
2014,2,10,7,0.18,97.29,6.65,148.7,96.52
2014,2,10,8,0.62,97.35,6.26,148.3,96.22
2014,2,10,9,1.1,97.39,5.39,149.3,96.29
2014,2,10,10,1.58,97.45,5.14,160.2,95.81
2014,2,10,11,1.96,97.51,4.19,169.7,95.28
